subbasin,year,area_ha,avg_water_m3,avg_flow_liter_s,avg_water_m3_wip,avg_flow_liter_s_wip,avg_flow_liter_s_wip_vector,avg_flow_liter_s_wip_pct,avg_tn_kg,avg_tp_kg,avg_tsed_kg,avg_nitrate_kg,avg_dissolved_p_kg,avg_tn_kg_wip,avg_tp_kg_wip,avg_tsed_kg_wip,avg_nitrate_kg_wip,avg_dissolved_p_kg_wip,avg_tn_kg_wip_vector,avg_tp_kg_wip_vector,avg_tsed_kg_wip_vector,avg_nitrate_kg_wip_vector,avg_dissolved_p_kg_wip_vector,avg_tn_wip_pct,avg_tp_wip_pct,avg_tsed_wip_pct,avg_nitrate_wip_pct,avg_dissolved_p_wip_pct
42,2012,0.8022,301.0833333,0.116666667,307.4166667,0.119166667,0.001666667,2.253333333,0.735833333,0.116666667,135.7733333,0,1.87,0.36,0.01,4.88,0,0.945833333,-0.374166667,-0.105,-130.8916667,0,-0.926666667,-46.61666667,-92.2325,-96.96916667,2.253333333,-48.13666667
42,2013,0.8022,259.5,0.1,289.8333333,0.111666667,0.011666667,12.9225,0.388333333,0.114166667,140.9858333,0,1.164166667,0.258333333,0.018333333,7.085,0,0.675,-0.1325,-0.095833333,-133.9,0,-0.488333333,-32.19833333,-90.45583333,-96.33583333,12.9225,-39.39916667
42,2014,0.8022,300.0833333,0.115833333,323.6666667,0.125,0.009166667,9.433333333,0.88,0.1225,151.55,0,2.311666667,0.369166667,0.015,5.95,0,0.915833333,-0.5125,-0.108333333,-145.5991667,0,-1.394166667,-50.705,-91.51666667,-96.8275,9.433333333,-53.75666667
43,2010,1695,605144.5,233.4675,599633.0833,231.3391667,-2.125833333,-0.803333333,1516.463333,185.6066667,75286.25,395.7266667,3852.085,989.4591667,102.6908333,49013.75,392.1208333,2599.268333,-527.0066667,-82.915,-26272.5,-3.604166667,-1252.814167,-31.0275,-42.915,-35.79333333,-0.803333333,-30.48416667
43,2011,1695,1016057.917,391.9975,1016644.083,392.2233333,0.225833333,-0.026666667,2496.879167,289.1416667,116390,664.4358333,4090.9875,1708.703333,159.1908333,65822.5,664.82,2807.455,-788.1766667,-129.9516667,-50567.5,0.383333333,-1283.5325,-30.63583333,-39.70416667,-41.39333333,-0.026666667,-30.67083333
43,2012,1695,675545.1667,260.625,673693.3333,259.9125,-0.715,-0.224166667,1912.245,155.5175,54381.25,441.7633333,4592.938333,1547.536667,112.8625,38985,440.5516667,3756.658333,-364.71,-42.66,-15396.25,-1.211666667,-836.28,-18.89916667,-26.59166667,-27.05,-0.224166667,-18.71083333
43,2013,1695,634276.1667,244.7041667,637554.5833,245.9708333,1.265,0.334166667,1399.931667,151.705,55935,414.775,3506.1425,1189.045,146.48,53675,416.9183333,2879.328333,-210.8866667,-5.2275,-2260,2.144166667,-626.8116667,-19.45083333,-20.40083333,-14.22083333,0.334166667,-19.79416667
43,2014,1695,731923.5833,282.3775,733026.75,282.8025,0.425,0.04,1773.113333,150.1525,53392.5,478.63,3995.835,1489.9075,131.6475,46330,479.3516667,3311.25,-283.2091667,-18.50583333,-7062.5,0.7225,-684.5841667,-18.17583333,-18.20833333,-18.28,0.04,-18.22333333
44,2010,2.2529,860.1666667,0.331666667,858.9166667,0.331666667,0,-0.175833333,0.590833333,0.113333333,194.5,0,1.486666667,0.576666667,0.090833333,151.5083333,0,1.4475,-0.014166667,-0.023333333,-42.9925,0,-0.0375,-2.239166667,-21.02333333,-22.63833333,-0.175833333,-2.068333333
44,2011,2.2529,1482.75,0.571666667,1481.916667,0.5725,0,0.030833333,1.078333333,0.198333333,278.4208333,0,1.655,1.050833333,0.1625,218.7191667,0,1.618333333,-0.025,-0.035833333,-59.70166667,0,-0.0375,-2.391666667,-17.13166667,-19.845,0.030833333,-2.421666667
44,2012,2.2529,949.9166667,0.365833333,950.25,0.3675,0,0.029166667,0.6975,0.120833333,184.3616667,0,1.565,0.6825,0.098333333,142.4958333,0,1.536666667,-0.013333333,-0.023333333,-41.86666667,0,-0.03,-1.6475,-21.3375,-23.47416667,0.029166667,-1.683333333
44,2013,2.2529,950.9166667,0.365833333,951,0.365833333,-0.000833333,0.134166667,0.795833333,0.1425,206.3283333,0,1.834166667,0.779166667,0.116666667,162.7716667,0,1.790833333,-0.018333333,-0.024166667,-43.55583333,0,-0.040833333,-2.430833333,-18.8025,-20.845,0.134166667,-2.564166667
44,2014,2.2529,1080.75,0.415,1082.666667,0.4175,0.000833333,0.281666667,0.726666667,0.143333333,209.3325,0,1.471666667,0.7075,0.116666667,162.7725,0,1.4375,-0.018333333,-0.025833333,-46.56,0,-0.035833333,-2.398333333,-20.445,-23.22083333,0.281666667,-2.668333333
45,2010,615.28,221445.3333,85.43333333,221434.6667,85.43083333,-0.003333333,-0.01,119.8258333,3.795833333,2717.486667,52.565,317.315,119.6208333,3.694166667,2563.666667,52.56333333,316.8025,-0.205833333,-0.103333333,-153.82,-0.0025,-0.514166667,-0.1425,-2.916666667,-7.639166667,-0.01,-0.1325
45,2011,615.28,397641.1667,153.41,397644.25,153.4116667,0.001666667,0.0025,223.5525,8.204166667,4614.6,94.39083333,366.4658333,223.2958333,8,4306.96,94.39083333,366.1075,-0.2575,-0.206666667,-307.64,0.000833333,-0.359166667,-0.0875,-2.225833333,-6.525,0.0025,-0.089166667
45,2012,615.28,252458.1667,97.4,252459,97.39916667,0.000833333,-0.000833333,159.1008333,4.615833333,2614.94,59.92833333,376.3566667,158.7933333,4.514166667,2563.666667,59.92916667,375.6108333,-0.309166667,-0.103333333,-51.27333333,0.001666667,-0.743333333,-0.22,-4.166666667,-4.166666667,-0.000833333,-0.2175
45,2013,615.28,252257.5833,97.32083333,252260.75,97.32333333,0.000833333,0.003333333,167.6125,5.845833333,3230.22,59.87916667,389.4533333,167.2533333,5.693333333,3127.673333,59.88166667,388.4233333,-0.359166667,-0.155,-102.5466667,0,-1.030833333,-0.385,-2.7775,-10.41666667,0.003333333,-0.389166667
45,2014,615.28,284698.75,109.8366667,284718.25,109.8466667,0.0075,0.010833333,142.6925,6.564166667,3384.04,67.57916667,296.6716667,142.4875,6.460833333,3332.766667,67.585,296.2983333,-0.205833333,-0.103333333,-51.27333333,0.004166667,-0.374166667,-0.085,-9.524166667,-0.520833333,0.010833333,-0.095833333
